company_name,product_name,extract_name,dmf_no,dmf_status,dmf_submit_date,dmf_country,cep_certificate_number,cep_issue_date,cep_status,cep_end_date,cep_type,written_confirmation_no,wc_issue_date,valid_till,product_name_wc
ARMOUR LABORATORIES DIV ARMOUR PHARMACEUTICAL CO,"3,3' - ALLYLDIETHYLSTILBESTROL & 3,3' - ALLYL HEXESTROL",DIETHYLSTILBESTROL,243,InActive,07/02/1957,Gabon,,,,,,,,,
"F.X. GASSNER, COLORADO STATE UNIVERSITY",TESTOSTERONE & DIETHYLSTILBESTROL-CATTLE FEED MIXED W/INGREDS--SAFETY?,DIETHYLSTILBESTROL,274,InActive,01/01/1940,Gabon,,,,,,,,,
CUDAHY PACKING CO,DIETHYLSTILBESTROL MIX IN-CUDAHY 3% PHOSPHORUS MIXER W/DES 0.0088%(VET,DIETHYLSTILBESTROL,669,InActive,03/09/1963,Gabon,,,,,,,,,
"PACIFIC NORTHWEST PRODUCTS, INC.",DIETHYLSTILBESTROL  (VET),DIETHYLSTILBESTROL,670,InActive,12/09/1963,Gabon,,,,,,,,,
IMPERIAL PRE-MIX CO.,DIETHYLSTILBESTROL INTERMEDIATE PREMIXES    (VET),DIETHYLSTILBESTROL,672,InActive,15/08/1963,Gabon,,,,,,,,,
ARIZONA MILLING CO.,DIETHYLSTILBESTROL INTERMEDIATE PREMIXES --BEEF CATTLE FEEDS (VET),DIETHYLSTILBESTROL,683,InActive,05/08/1963,Gabon,,,,,,,,,
ALBER MILLING CO.,MFG OF DIETHYLSTILBESTROL INTERMEDIATE PREMIXES  (VET),DIETHYLSTILBESTROL,693,InActive,02/10/1963,Gabon,,,,,,,,,
LAKE AND CRUICKSHANK,DIETHYLSTILBESTROL INTERMEDIATE PREMIXES (VET),DIETHYLSTILBESTROL,733,InActive,14/11/1963,Gabon,,,,,,,,,
DELMAR CHEMICALS INC,NIFEDIPINE,NIFEDIPINE,7245,InActive,03/12/1987,Canada,R1-CEP 1996-027 - Rev 06,07/08/2020,Withdrawn by Holder,13/07/2022,Chemical,,,,
PHARMACEUTICAL WORKS POLPHARMA SA,NIFEDIPINE,NIFEDIPINE,9162,InActive,12/06/1991,Poland,R1-CEP 1995-010 - Rev 00,10/10/2001,Withdrawn by Holder,25/11/2005,Chemical,,,,
EVONIK OPERATIONS GMBH,NIFEDIPINE,NIFEDIPINE,11948,InActive,24/04/1996,Germany,,,,,,,,,
DSM ANTI INFECTIVES BV,Mycophenolic Acid Triethylamine Salt,MYCOPHENOLIC ACID,21231,InActive,16/01/2008,Netherlands,,,,,,,,,
KEWPIE CORP,ETHYL ICOSAPENTATE DRUG SUBSTANCE,Epadel,30188,InActive,01/06/2016,Japan,,,,,,,,,
P L BIOCHEMICALS,DITHIOTHREITOL,DITHIOTHREITOL,1371,InActive,26/05/1969,Gabon,,,,,,,,,
VETERANS ADMINISTRATION,STREPTOMYCIN,STREPTOMYCIN,16,InActive,01/09/1947,Gabon,,,,,,,,,
"CORVEL, INC.",TYLOSIN; DIHYDROSTREPTOMYCIN; VIT. A & D ARE ACT. INGREDS. (VET MED),STREPTOMYCIN,606,InActive,14/02/1963,Gabon,,,,,,,,,
"CORVEL, INC.",TYLOSIN & DIHYDROSTREPTOMYCIN (VET),STREPTOMYCIN,679,InActive,26/08/1963,Gabon,,,,,,,,,
CHEMWERTH INC,"TACROLIMUS, NON-STERILE, BULK DRUG SUBSTANCE",TACROLIMUS,21808,InActive,16/07/2008,U.S.A,,,,,,,,,
DR REDDYS LABORATORIES LTD,DARIFENACIN HYDROBROMIDE,Darifenacin Hydrobromide,22021,InActive,23/09/2008,India,,,,,,,,,
MEDICHEM MANUFACTURING MALTA LTD,DARIFENACIN HYDROBROMIDE(MED-200380/M),darifenacin hydrochloride,22124,InActive,24/10/2008,Spain,,,,,,,,,
INTERQUIM SA,DARIFENACIN HYDROBROMIDE,DARIFENACIN HYDROBROMIDE,23049,InActive,17/08/2009,Spain,,,,,,,,,
ZAKLADY FARMACEUTYCZNE POLPHARMA SA,DARIFENACIN HYDROBROMIDE,DARIFENACIN HYDROBROMIDE,25282,InActive,08/09/2011,Poland,,,,,,,,,
COMPANHIA INDUSTRIAL PRODUTORA DE ANTIBIOTICOS SARL,ERYTHROMYCIN ETHYLSUCCINATE,ERYTHROMYCIN ETHYLSUCCINATE,13589,InActive,01/09/1998,Portugal,,,,,,,,,
FARMABOIS,HALCINONIDE,HALCINONIDE,8335,InActive,09/12/1989,Italy,,,,,,,,,
CHEMWERTH INC,"DOXORUBICIN HYDROCHLORIDE USP (NON-STERILE, BULK DRUG SUBSTANCE)",DOXORUBICIN HYDROCHLORIDE,18462,InActive,29/06/2005,U.S.A,,,,,,,,,
INTERQUIM SA,TOLTERODINE TARTRATE MICRONIZED,TOLTERODINE TARTRATE,19625,InActive,21/07/2006,Spain,,,,,,,,,
ZAKLADY FARMACEUTYCZNE POLPHARMA SA,TOLTERODINE TARTRATE,TOLTERODINE L-TARTRATE,24345,InActive,04/11/2010,Poland,,,,,,,,,
ORION CORP FERMION,TERAZOSIN HYDROCHLORIDE DIHYDRATE,Terazosin Hydrochloride,11882,InActive,13/03/1996,Finland,,,,,,,,,
DELMAR CHEMICALS INC,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,7193,InActive,26/10/1987,Canada,,,,,,,,,
DELMAR CHEMICALS INC,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,13729,InActive,01/09/1998,Canada,,,,,,,,,
EVONIK REXIM SAS,L-ORNITHINE PHENYLACETATE,L-Ornithine phenylacetate,31245,InActive,02/01/2017,China,,,,,,,,,
ASPEN OSS BV,LEUPRORELIN,Leuprolide Acetate,17243,Active,19/03/2004,Netherlands,,,,,,,,,
COMPANHIA INDUSTRIAL PRODUTORA DE ANTIBIOTICOS SARL,ERYTHROMYCIN ESTOLATE,ERYTHROMYCIN ESTOLATE,13359,InActive,01/09/1998,Portugal,,,,,,,,,
DSM PHARMA CHEMICALS SOUTH HAVEN INC,NORTRIPTYLINE HYDROCHLORIDE,NORTRIPTYLINE HYDROCHLORIDE,8388,InActive,22/01/1990,Netherlands,,,,,,,,,
DR REDDYS LABORATORIES LTD,ROCURONIUM BROMIDE,Rocuronium Bromide,20861,InActive,18/09/2007,India,R0-CEP 2012-346 - Rev 00,11/06/2014,Withdrawn by Holder,07/02/2019,Chemical,,,,
AMRI ITALY SRL,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,25622,InActive,22/12/2011,Italy,,,,,,,,,
BACHEM FINE CHEMICALS INC,"GROWTH HORMONE RELEASING FACTOR (GRF),(1-44)AMIDE,HUMAN (BULK)",Growth Hormone-Releasing Hormone,5721,InActive,19/02/1985,Switzerland,,,,,,,,,
BACHEM INC,"GROWTH HORMONE RELEASING FACTOR (GRF) (1-29) AMIDE, HUMAN",GROWTH HORMONE RELEASING FACTOR,6374,InActive,30/05/1986,Switzerland,,,,,,,,,
BACHEM INC,"HUMAN GROWTH HORMONE RELEASING FACTOR (1-44), AMIDE, ACETATE (BULK)",GROWTH HORMONE RELEASING FACTOR,13809,InActive,30/10/1998,Switzerland,,,,,,,,,
PCAS,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,10460,InActive,08/09/1993,France,,,,,,,,,
SANOFI INC,AMIODARONE HCL,AMIODARONE HCL,4444,InActive,22/06/1982,France,,,,,,,,,
SANOFI SYNTHELABO INC,AMIODARONE HYDROCHLORIDE,Amiodarone Hydrochloride,4955,InActive,22/04/1983,France,,,,,,,,,
SANOFI CHIMIE,AMIODARONE HCL,AMIODARONE HCL,5005,InActive,03/05/1983,France,,,,,,,,,
SANOFI WINTHROP INDUSTRIE,CORDARONE (AMIODARONE HYDROCHLORIDE),AMIODARONE HYDROCHLORIDE,6385,InActive,05/05/1983,France,,,,,,,,,
LABORATOIRE CHOAY,AMIODARONE HYDROCHLORIDE INJECTION,AMIODARONE HYDROCHLORIDE,6529,InActive,08/08/1986,Gabon,,,,,,,,,
DELMAR CHEMICALS INC,AMIODARONE HCL,AMIODARONE HCL,8161,InActive,02/08/1989,Canada,,,,,,,,,
SHANGHAI SHENLONG PHARMACEUTICAL CO LTD,AMIODARONE HYDROCHLORIDE,Amiodarone Hydrochloride,14171,InActive,28/05/1999,Gabon,,,,,,,,,
NORAMCO DELAWARE INC,PERINDOPRIL ERBUMINE,Perindopril Erbumine,9165,InActive,13/06/1991,U.S.A,,,,,,,,,
FINE CHEMICALS CORP,SILVER SULFADIAZINE,SILVER SULFADIAZINE,5908,InActive,26/06/1985,South Africa,,,,,,,,,
FINE CHEMICALS CORP,SILVER SULPHADIAZINE MICRONIZED,SILVER SULPHADIAZINE MICRONIZED,6594,InActive,25/09/1986,South Africa,,,,,,,,,
LAKE AND CRUICKSHANK,QUINIDINE PRODUCTS,QUINIDINE,2832,InActive,28/01/1977,Gabon,,,,,,,,,
MEDICHEM SA,CAPTOPRIL,Captopril,9770,InActive,15/07/1992,Spain,,,,,,,,,
MEDICHEM SA,CAPTOPRIL,Captopril,32247,Active,04/12/2017,Spain,,,,,,,,,
ZACH SYSTEM SA,PAROXETINE STAGE 2 DL-AMINO ALCOHOL,Paroxetine,8040,InActive,18/04/1989,Gabon,,,,,,,,,
DR REDDYS LABORATORIES LTD,PAROXETINE HYDROCHLORIDE HEMIHYDRATE,Paroxetine Hydrochloride Hemihydrate,19970,InActive,16/11/2006,India,,,,,,,,,
EVONIK DEGUSSA GMBH,N6-TRIFLUORACETYL-L-LYSYL-L-PROLINE,N6-TRIFLUORACETYL-L-LYSYL-L-PROLINE,15333,InActive,30/03/2001,Germany,,,,,,,,,
ORION CORP LTD,MINOXIDIL,MINOXIDIL,6466,InActive,25/06/1986,Finland,,,,,,,,,
DR REDDYS LABORATORIES LTD,RISEDRONATE SODIUM HEMIPENTAHYDRATE,Risedronate Sodium,21447,InActive,21/03/2008,India,R0-CEP 2021-014 - Rev 00,05/01/2023,Valid,,Chemical,,,,
PHARMAZELL VIZAG PRIVATE LTD,RISEDRONATE SODIUM HEMIPENTAHYDRATE USP,RISEDRONATE SODIUM,25007,InActive,01/06/2011,India,R0-CEP 2014-025 - Rev 00,23/09/2014,Withdrawn by Holder,18/02/2019,Chemical,,,,
COMPANHIA INDUSTRIAL PRODUTORA DE ANTIBIOTICOS SARL,METRONIDAZOLE,METRONIDAZOLE,2186,InActive,15/11/1973,Portugal,,,,,,,,,
ZAKLADY FARMACEUTYCZNE POLPHARMA SA,METRONIDAZOLE,METRONIDAZOLE,9294,InActive,20/08/1991,Poland,,,,,,,,,
HEXAGON LABORATORIES INC,METOLAZONE,METOLAZONE,6487,InActive,03/03/1986,Gabon,,,,,,,,,
JOHNSON MATTHEY PHARMACEUTICAL MATERIALS,SUFENTANIL BASE,SUFENTANIL BASE,18420,InActive,09/06/2005,United Kingdom,,,,,,,,,
ELAN DRUG DELIVERY INC,RITALIN QD (METHYLPHENIDATE) ONCE DAILY CAPSULES,METHYLPHENIDATE,13133,InActive,14/08/1998,Gabon,,,,,,,,,
DR REDDYS LABORATORIES LTD,NICARDIPINE HYDROCHLORIDE,Nicardipine Hydrochloride,22044,InActive,30/09/2008,India,,,,,,,,,
ORION CORP FERMION,METHOCARBAMOL NF XV,METHOCARBAMOL,4036,InActive,18/12/1980,Finland,,,,,,,,,
ORION CORP LTD,METHOCARBAMOL,METHOCARBAMOL,6389,InActive,06/08/1985,Finland,,,,,,,,,
HEXAGON LABORATORIES INC,METHOCARBAMOL,METHOCARBAMOL,6468,InActive,17/06/1986,Gabon,,,,,,,,,
AMRI ITALY SRL,DESOGESTREL,DESOGESTREL,16389,InActive,25/01/2003,Italy,,,,,,,,,
ADAMHA NIDA,METHADONE,METHADONE,2224,InActive,28/01/1974,Gabon,,,,,,,,,
NOVUS FINE CHEMICALS LLC,METFORMIN HYDROCHLORIDE,Metformin Hydrochloride,16827,InActive,08/09/2003,India,R1-CEP 2002-163 - Rev 00,15/04/2009,Withdrawn by Holder,21/03/2014,Chemical,,,,
DR REDDYS LABORATORIES LTD,MESALAMINE,MESALAMINE,18387,InActive,27/05/2005,India,,,,,,,,,
FINE CHEMICALS CORP,MECLOFENAMATE SODIUM,MECLOFENAMATE SODIUM,6224,InActive,27/02/1986,South Africa,,,,,,,,,
INKE SA,LORATADINE,Loratadine,13811,InActive,20/10/1998,Spain,,,,,,,,,
MEDICHEM SA,LORATADINE,Loratadine,13842,InActive,12/11/1998,Spain,,,,,,,,,
PHARMECO LABORATORIES INC,LEVOBUNOLOL HYDROCHLORIDE,LEVOBUNOLOL HYDROCHLORIDE,9481,InActive,17/12/1991,Gabon,,,,,,,,,
MEDICHEM SA,LEVOBUNOLOL HYDROCHLORIDE,Levobunolol Hydrochloride,9482,Active,08/01/1992,Spain,,,,,,,,,
ADAMHA NIMH,1-ALPHA ACETYLMETHADOL (LAAM),ACETYLMETHADOL,2012,InActive,08/09/1972,Gabon,,,,,,,,,
FINORGA SAS,RITONAVIR,Ritonavir,11666,InActive,11/09/1995,France,,,,,,,,,
EXCELLA GMBH,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,12286,InActive,19/12/1996,Germany,R1-CEP 2006-049 - Rev 00,11/07/2013,Withdrawn by Holder,02/05/2019,Chemical,,,,
SANOFI AVENTIS DEUTSCHLAND GMBH,CICLOPIROX OLAMINE,Ciclopirox Olamine,14633,InActive,17/12/1999,Germany,,,,,,,,,
DR REDDYS LABORATORIES LTD,L-METHYL DOPA,L-METHYL DOPA,6629,InActive,14/10/1986,India,,,,,,,,,
JOHNSON MATTHEY INC,AMD 3100,AMD,13002,InActive,26/05/1998,United Kingdom,,,,,,,,,
DR REDDYS LABORATORIES LTD,LANSOPRAZOLE FORM-1,LANSOPRAZOLE,17014,InActive,09/12/2003,India,,,,,,,,,
IOL CHEMICALS AND PHARMACEUTICALS LTD,LANSOPRAZOLE,LANSOPRAZOLE,26586,InActive,23/10/2012,India,,,,,,,,,
CHEMICAL PHARMACEUTICAL RESEARCH INSTITUTE NIHFI LTD,AMIKACIN SULFATE,AMIKACIN SULFATE,10680,InActive,15/12/1993,Gabon,,,,,,,,,
SANOFI CHIMIE,"KETOPROFEN (19,583 R.P.)",KETOPROFEN,3605,InActive,05/09/1979,France,,,,,,,,,
DSM PHARMA CHEMICALS SOUTH HAVEN INC,KETOPROFEN,KETOPROFEN,8200,InActive,08/09/1989,Netherlands,,,,,,,,,
MEDICHEM SA,KETOPROFEN,Ketoprofen,8285,InActive,15/11/1989,Spain,,,,,,,,,
CHEMWERTH INC,"ISRADIPINE USP, NON-STERILE BULK DRUG SUBSTANCE",ISRADIPINE,20749,InActive,02/08/2007,U.S.A,,,,,,,,,
PCR INC,ISOFLURANE,ISOFLURANE,9571,InActive,04/03/1992,Gabon,,,,,,,,,
FINE CHEMICALS CORP,INDAPAMIDE,INDAPAMIDE,9149,InActive,05/06/1991,South Africa,,,,,,,,,
BLASCHIM SPA,IBUPROFEN,IBUPROFEN,4440,InActive,18/02/1982,Gabon,,,,,,,,,
ORION CORP,IBUPROFEN,IBUPROFEN,5205,InActive,11/01/1984,Finland,,,,,,,,,
ORION CORP FARMOS CHEMICAL PLANT,"IBUPROFEN,200 MG TABLETS",IBUPROFEN,5552,InActive,17/09/1984,Finland,,,,,,,,,
HEXAGON LABORATORIES INC,IBUPROFEN USP,IBUPROFEN,6588,InActive,19/09/1986,Gabon,,,,,,,,,
DR REDDYS LABORATORIES LTD,IBUPROFEN,IBUPROFEN,6669,InActive,10/11/1986,India,,,,,,,,,
WISCONSIN ANALYTICAL AND RESEARCH SERVICES LTD,"DETERMINATION OF IBUPROFEN IN HUMAN PLASMA IN MADISON, WISCONSIN",Ibuprofen,9661,InActive,20/04/1992,Gabon,,,,,,,,,
SANYO CHEMICAL LABORATORIES CO LTD,IBUDILAST,Ibudilast,34035,Active,28/10/2019,Japan,,,,,,,,,
MEDEA RESEARCH LABORATORIES INC,HYDROXYUREA,HYDROXYUREA,9241,InActive,15/07/1991,Gabon,,,,,,,,,
DSM PHARMA CHEMICALS SOUTH HAVEN INC,HYDROXYUREA,HYDROXYUREA,9850,InActive,04/09/1992,Netherlands,,,,,,,,,
LINSON LTD,HYDROFLUMETHIAZIDE,HYDROFLUMETHIAZIDE,2082,InActive,09/03/1973,Gabon,,,,,,,,,
MEDICHEM SA,BUSPIRONE HYDROCHLORIDE,Buspirone Hydrochloride,11469,InActive,12/04/1995,Spain,,,,,,,,,
SANOFI CHIMIE,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE,3570,InActive,20/07/1979,France,R0-CEP 2000-353 - Rev 00,24/10/2001,Withdrawn by Holder,24/10/2006,TSE,,,,
QUATRUM,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE,6786,InActive,08/01/1987,Gabon,,,,,,,,,
WISCONSIN ANALYTICAL AND RESEARCH SERVICES LTD,DETERMINATION OF HYDROCHLOROTHIAZIDE IN HUMAN URINE,HYDROCHLOROTHIAZIDE,7613,InActive,02/08/1988,Gabon,,,,,,,,,
FINE CHEMICALS CORP,MESORIDAZINE BESYLATE,MESORIDAZINE BESYLATE,11058,InActive,08/08/1994,South Africa,,,,,,,,,
PHARM ECO LABORATORIES INC,HALOPROGIN,HALOPROGIN,6399,InActive,04/06/1986,U.S.A,,,,,,,,,
TROPONWERKE GMBH CO KG,ETOFENAMATE,ETOFENAMATE,4895,InActive,09/05/1983,Gabon,,,,,,,,,
HOUBA INC,ZIDOVUDINE,ZIDOVUDINE,9712,InActive,02/06/1992,Gabon,R1-CEP 1997-033 - Rev 02,25/02/2009,Withdrawn by Holder,13/06/2013,Chemical,,,,
ML LABORATORIES,PHASE V OUTCOMES INFORMATION SYSTEM LOCATED IN WELLESLEY HILLS MA,ICODEXTRIN,14073,InActive,07/04/1999,Gabon,,,,,,,,,
CHINOIN PHARMACEUTICAL CHEMICAL WORKS,GLIBENCLAMIDE BP88 (GLYBURIDE),GLIBENCLAMIDE,10297,InActive,17/06/1993,France,,,,,,,,,
AVENTIS PHARMA DEUTSCHLAND GMBH,GLYBURIDE [MILLED (GROUND)],GLYBURIDE,12136,InActive,12/09/1996,France,,,,,,,,,
AVENTIS PHARMA DEUTSCHLAND GMBH,GLYBURIDE (MICRONIZED) BULK DRUG SUBSTANCE,GLYBURIDE,12165,InActive,07/10/1996,France,,,,,,,,,
FINE CHEMICALS CORP PTY LTD,GLIPIZIDE,GLIPIZIDE,9070,InActive,29/03/1991,South Africa,R0-CEP 2001-067 - Rev 01,26/11/2004,Expired,21/02/2007,Chemical,,,,
MEDICHEM SA,GLIMEPIRIDE,Glimepiride,16736,Active,28/07/2003,Spain,,,,,,,,,
ZACH SYSTEM SPA,GLIMEPIRIDE,Glimepiride,17048,InActive,15/12/2003,Gabon,,,,,,,,,
BLASCHIM SPA,GEMFIBROZIL USP,GEMFIBROZIL,7212,InActive,26/10/1987,Gabon,,,,,,,,,
EXCELLA GMBH,GANCICLOVIR ANHYDROUS R,GANCICLOVIR,24337,InActive,05/11/2010,Germany,,,,,,,,,
MEDICHEM SA,"GABAPENTIN, DRUG SUBSTANCE",Gabapentin,13178,InActive,04/09/1998,Spain,,,,,,,,,
CHINOIN PHARMACEUTCIAL AND CHEMICAL WORKS CO LTD,"FUROSEMIDE USP XIX, BULK",FUROSEMIDE,3331,InActive,20/10/1978,France,,,,,,WC-0222,28/11/2019,02/07/2022,Furosemide (BP/USP/Ph. Eur.)
ORION CORP FARMOS CHEMICAL PLANT,FUROSEMIDE,FUROSEMIDE,3435,InActive,25/01/1979,Finland,,,,,,,,,
DR REDDYS LABORATORIES LTD,OXCARBAZEPINE,OXCARBAZEPINE,18381,InActive,27/05/2005,India,,,,,,,,,
FINE CHEMICALS CORP,FLUTAMIDE,FLUTAMIDE,8679,InActive,02/08/1990,South Africa,,,,,,,,,
EXCELLA GMBH,FLUTAMIDE,FLUTAMIDE,14705,InActive,09/02/2000,Germany,,,,,,,,,
DSM PHARMA CHEMICALS NORTH AMERICA INC,R-FLURBIPROFEN,FLURBIPROFEN,12752,InActive,17/11/1997,Netherlands,,,,,,,,,
FINE CHEMICALS CORP,FLUPHENAZINE ENANTHATE,FLUPHENAZINE ENANTHATE,6850,InActive,11/03/1987,South Africa,,,,,,,,,
FINE CHEMICALS CORP,FLUPHENAZINE ENANTHATE,FLUPHENAZINE ENANTHATE,9282,InActive,13/08/1991,South Africa,,,,,,,,,
FINE CHEMICALS CORP PTY LTD,FLUPHENAZINE DECANOATE OIL(BMS),FLUPHENAZINE DECANOATE,16097,InActive,12/08/2002,South Africa,,,,,,,,,
PCR INC,5-FLUOROURACIL,5-FLUOROURACIL,1226,InActive,21/08/1968,Gabon,,,,,,,,,
DELMAR CHEMICALS INC,"KETAZOLAM, BULK POWDER",KETAZOLAM,2276,InActive,15/05/1974,Canada,,,,,,,,,
ORION CORP LTD,RITODRINE HCL,RITODRINE HCL,6173,InActive,03/01/1986,Finland,,,,,,,,,
NORAMCO INC,FENTANYL BASE,FENTANYL,28037,InActive,10/02/2015,U.S.A,R1-CEP 2003-080 - Rev 00,19/01/2009,Withdrawn by Holder,25/04/2016,Chemical,,,,
CHEMICAL PHARMACEUTICAL RESEARCH INSTITUTE NIHFI LTD,FENOFIBRATE,FENOFIBRATE,10674,InActive,15/12/1993,Gabon,,,,,,,,,
FINORGA SAS,FENOFIBRATE,Fenofibrate,25474,InActive,28/10/2011,France,,,,,,,,,
NANOSYSTEMS,"L-822,179 ORAL NANOCRYSTAL COLLOIDAL DISPERSION-MEDIA MILLING PROCESS",fenbufen,14658,InActive,07/01/2000,Gabon,,,,,,,,,
PCAS,FELODIPINE,FELODIPINE,18510,InActive,05/07/2005,France,,,,,,,,,
ZACH SYSTEM,FELBAMATE,Felbamate,9268,InActive,17/07/1991,Gabon,,,,,,,,,
EVONIK CORP,L-GLUTAMIC ACID,L-GLUTAMIC ACID,4015,InActive,19/11/1980,Germany,,,,,,,,,
NIPPON FINE CHEMICAL CO LTD,PHOSPHOLOPID DMPG,DMPG,9151,InActive,05/06/1991,Japan,,,,,,,,,
HILLESTAD CORP,COUMARIN TABLETS 100 MG.,COUMARIN,6873,InActive,16/03/1987,Gabon,,,,,,,,,
SANOFI AVENTIS DEUTSCHLAND GMBH,ARTICAINE HYDROCHLORIDE,ARTICAINE HYDROCHLORIDE,20118,InActive,19/12/2006,Germany,,,,,,,,,
DELMAR CHEMICALS INC,HALAZEPAM,HALAZEPAM,3366,InActive,20/11/1978,Canada,,,,,,,,,
BLASCHIM SPA,PREDNISOLONE 21 DISODIUM PHOSPHATE,Prednisolone Sodium Phosphate,2850,InActive,26/01/1977,Gabon,,,,,,,,,
BLASCHIM SPA,TRIAMCINOLONE ALCOHOL,TRIAMCINOLONE ALCOHOL,2852,InActive,26/01/1977,Gabon,R0-CEP 2001-231 - Rev 00,09/04/2002,Expired,09/04/2007,TSE,,,,
QUATRUM,TRIAMCINOLONE BASE,TRIAMCINOLONE,6553,InActive,13/08/1986,Gabon,,,,,,,,,
DUMEX ALPHARMA AS,DISULFARIM AND DISULFARIM HYDROPHILE,Disulfiram,5622,InActive,26/10/1984,Gabon,,,,,,,,,
CHEMICAL PHARMACEUTICAL RESEARCH INSTITUTE NIHFI LTD,BROMOCRIPTINE MESYLATE,BROMOCRIPTINE MESYLATE,10679,InActive,15/12/1993,Gabon,,,,,,,,,
MEDICHEM SA,DIPYRIDAMOLE,Dipyridamole,6317,InActive,06/05/1986,Spain,,,,,,,,,
PHARMECO LABORATORIES INC,DIPIVEFRIN,DIPIVEFRIN,9277,InActive,06/08/1991,Gabon,,,,,,,,,
FOURTH PHARMACEUTICAL WORKS,"DIPHENHYDRAMINE, BULK FORM (SYNTHESIS)",DIPHENHYDRAMINE,4074,InActive,20/01/1981,Gabon,,,,,,,,,
HEXAGON LABORATORIES INC,DISOPYRAMIDE PHOSPHATE USP,DISOPYRAMIDE PHOSPHATE,6590,InActive,19/09/1986,Gabon,,,,,,,,,
BIOIBERICA SA,SODIUM HYALURONATE,SODIUM HYALURONATE,15314,InActive,28/02/2001,Spain,,,,,,,,,
LEBSA LABORATORIOS ESPINOSY BOFILL SA,ELGODIPINE HYDROCHLORIDE,ELGODIPINE HYDROCHLORIDE,9091,InActive,01/05/1991,Spain,,,,,,,,,
MEDICHEM MANUFACTURING MALTA LTD,RASAGILINE MESYLATE(MED-201593/M),Rasagiline mesilate,23694,InActive,07/04/2010,Spain,,,,,,WC-0067,14/02/2020,07/07/2022,Rasagiline Mesylate IH
CHEMICAL PHARMACEUTICAL RESEARCH INSTITUTE NIHFI LTD,RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,10682,InActive,15/12/1993,Gabon,,,,,,,,,
TRANSO PHARM PRODUKTIONS GMBH,DIAZOXIDE,Diazoxide,16819,InActive,02/09/2003,Germany,R1-CEP 2002-140 - Rev 00,30/04/2010,Withdrawn by Holder,17/03/2016,Chemical,,,,
DELMAR CHEMICALS INC,DIAZEPAM USP BULK,DIAZEPAM,2582,InActive,06/01/1976,Canada,,,,,,,,,
DR REDDYS LABORATORIES LTD,RANITIDINE,Ranitidine,11546,InActive,31/05/1995,India,,,,,,,,,
PHENCHEM INDUSTRIES LTD,TRIFLUOPERAZINE HCL,TRIFLUOPERAZINE HCL,2594,InActive,23/01/1976,Gabon,,,,,,,,,
IRISH FINE CHEMICALS LTD,TRIFLUOPERAZINE,Trifluoperazine HCl,3515,InActive,02/04/1979,Ireland,,,,,,,,,
FINE CHEMICALS CORP,TRIFLUOPERAZINE HCL,TRIFLUOPERAZINE HCL,5241,InActive,19/03/1984,South Africa,,,,,,,,,
ORCHIMIE SA (PRODUITS CHIMIQUES ET BIOCHIMIQUES),TRIFLUOPERAZINE,Trifluoperazine HCl,5699,InActive,18/01/1985,Gabon,,,,,,,,,
FERMION OY,CYCLOPHOSPHAMIDE ORAL GRADE,CYCLOPHOSPHAMIDE,3272,InActive,02/06/1978,Finland,,,,,,,,,
ASTA WERKE AKTIENGESELLSCHAFT,CYCLOPHOSPHAMIDE TABLETS,CYCLOPHOSPHAMIDE,4724,InActive,09/09/1982,Germany,,,,,,,,,
ORION CORP,CYCLOPHOSPHAMIDE 50 MG TABLETS,CYCLOPHOSPHAMIDE,5298,InActive,23/03/1984,Finland,,,,,,,,,
PHARM ECO LABORATORIES INC,CYCLOPHOSPHAMIDE MONOHYDRATE,CYCLOPHOSPHAMIDE,6398,InActive,01/08/1985,U.S.A,,,,,,,,,
ORION CORP FARMOS CHEMICAL PLANT,CYCLOPHOSPHAMIDE 50 MG. TABL.,CYCLOPHOSPHAMIDE,7341,InActive,25/02/1988,Finland,,,,,,,,,
OLAINFARM JOINT STOCK CO,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,17065,InActive,23/12/2003,Latvia,,,,,,,,,
FINE CHEMICALS CORP,DANAZOL USP,DANAZOL,6390,InActive,04/06/1986,South Africa,,,,,,,,,
SANOFI SA,CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,4257,InActive,10/08/1981,France,,,,,,,,,
WISCONSIN ANALYTICAL AND RESEARCH SERVICES LTD,CLORAZEPATE,CLORAZEPATE,7262,InActive,16/12/1987,Gabon,,,,,,,,,
EUTICALS LTD,"ISOSORBIDE-5-MONONITRATE, DILUTED",Isosorbide 5-mononitrate,5029,InActive,29/07/1983,Italy,,,,,,WC-0288,28/12/2021,30/09/2024,Isosorbide 5 Mononitrate IHS/ Diluted Isosorbide Mononitrate 20%/25%/40%/50%/70%/80%/90% EP/BP/USP
CHEMISCHE FABRIK WEYL GMBH,ZINK PYRION PLATELETS,ZINC PYRION,6284,InActive,27/03/1986,Germany,,,,,,,,,
